Cluster|longitud|latitud|elements_in_cluster|count_elements|Weight
0|-75.55553694308615|6.3070199991687605|"[[  6.30671147 -75.55576329]
 [  6.30671147 -75.55576329]
 [  6.30671147 -75.55576329]
 [  6.30671147 -75.55576329]
 [  6.30724755 -75.55568729]
 [  6.30674657 -75.55581588]
 [  6.30723364 -75.5553331 ]
 [  6.3075379  -75.55565821]
 [  6.30674657 -75.55581588]
 [  6.30671147 -75.55576329]
 [  6.30724755 -75.55568729]
 [  6.30724755 -75.55568729]
 [  6.30724755 -75.55568729]
 [  6.30724755 -75.55568729]
 [  6.30724755 -75.55568729]
 [  6.30724755 -75.55568729]
 [  6.30723364 -75.5553331 ]
 [  6.3075379  -75.55565821]
 [  6.30671147 -75.55576329]
 [  6.30671147 -75.55576329]
 [  6.30724755 -75.55568729]
 [  6.30671147 -75.55576329]
 [  6.30678489 -75.55530951]
 [  6.30702    -75.55553694]
 [  6.30674657 -75.55581588]
 [  6.3075379  -75.55565821]
 [  6.30724755 -75.55568729]
 [  6.30674657 -75.55581588]
 [  6.30671147 -75.55576329]
 [  6.30671147 -75.55576329]
 [  6.30671147 -75.55576329]]"|31|0.0513347022587269
1|-75.57052338180429|6.257800098271928|"[[  6.25755671 -75.57015665]
 [  6.25755671 -75.57015665]
 [  6.25820971 -75.5705764 ]
 [  6.25755671 -75.57015665]
 [  6.25820971 -75.5705764 ]
 [  6.25755671 -75.57015665]
 [  6.25820971 -75.5705764 ]
 [  6.25755671 -75.57015665]
 [  6.25820971 -75.5705764 ]
 [  6.25755671 -75.57015665]
 [  6.2578001  -75.57052338]
 [  6.25755671 -75.57015665]
 [  6.25820971 -75.5705764 ]
 [  6.25793413 -75.56957659]
 [  6.25820971 -75.5705764 ]
 [  6.2578001  -75.57052338]
 [  6.25755671 -75.57015665]
 [  6.25755671 -75.57015665]
 [  6.25820971 -75.5705764 ]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.25755671 -75.57015665]
 [  6.25755671 -75.57015665]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.25820971 -75.5705764 ]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.25820971 -75.5705764 ]
 [  6.2586275  -75.5705522 ]
 [  6.2578001  -75.57052338]
 [  6.25842761 -75.56948024]
 [  6.2578001  -75.57052338]
 [  6.25755671 -75.57015665]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.25820971 -75.5705764 ]
 [  6.25860188 -75.570501  ]
 [  6.2578001  -75.57052338]
 [  6.25820971 -75.5705764 ]
 [  6.25842761 -75.56948024]
 [  6.2578001  -75.57052338]
 [  6.25820971 -75.5705764 ]
 [  6.25842761 -75.56948024]
 [  6.25820971 -75.5705764 ]
 [  6.25820971 -75.5705764 ]
 [  6.25842761 -75.56948024]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.25820971 -75.5705764 ]
 [  6.25820971 -75.5705764 ]
 [  6.25860188 -75.570501  ]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.25820971 -75.5705764 ]
 [  6.2578001  -75.57052338]
 [  6.25839205 -75.56942739]
 [  6.25820971 -75.5705764 ]
 [  6.25820971 -75.5705764 ]
 [  6.2578001  -75.57052338]
 [  6.25860188 -75.570501  ]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.25842761 -75.56948024]
 [  6.2586275  -75.5705522 ]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.25820971 -75.5705764 ]
 [  6.25755671 -75.57015665]
 [  6.2578001  -75.57052338]
 [  6.25860188 -75.570501  ]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.25860188 -75.570501  ]
 [  6.2578001  -75.57052338]
 [  6.25755671 -75.57015665]
 [  6.2578001  -75.57052338]
 [  6.25820971 -75.5705764 ]
 [  6.2578001  -75.57052338]
 [  6.25820971 -75.5705764 ]
 [  6.25820971 -75.5705764 ]
 [  6.25755671 -75.57015665]
 [  6.25820971 -75.5705764 ]
 [  6.25755671 -75.57015665]
 [  6.25860188 -75.570501  ]
 [  6.2578001  -75.57052338]
 [  6.25860188 -75.570501  ]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.25842761 -75.56948024]
 [  6.25755671 -75.57015665]
 [  6.25842761 -75.56948024]
 [  6.2578001  -75.57052338]
 [  6.25820971 -75.5705764 ]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.25755671 -75.57015665]
 [  6.25860188 -75.570501  ]
 [  6.25820971 -75.5705764 ]
 [  6.25860188 -75.570501  ]
 [  6.25755671 -75.57015665]
 [  6.2578001  -75.57052338]
 [  6.2586275  -75.5705522 ]
 [  6.25820971 -75.5705764 ]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.25820971 -75.5705764 ]
 [  6.25820971 -75.5705764 ]
 [  6.2578001  -75.57052338]
 [  6.25842761 -75.56948024]
 [  6.25820971 -75.5705764 ]
 [  6.2578001  -75.57052338]
 [  6.2578001  -75.57052338]
 [  6.2586275  -75.5705522 ]
 [  6.25860188 -75.570501  ]
 [  6.25755671 -75.57015665]
 [  6.2578001  -75.57052338]
 [  6.25755671 -75.57015665]
 [  6.25842761 -75.56948024]
 [  6.2578001  -75.57052338]]"|129|0.25256673511293637
2|-75.55701204778299|6.261983107110863|"[[  6.26262252 -75.55712822]
 [  6.26197323 -75.55695719]
 [  6.26197323 -75.55695719]
 [  6.26197323 -75.55695719]
 [  6.26242601 -75.5578285 ]
 [  6.26197323 -75.55695719]
 [  6.26262252 -75.55712822]
 [  6.26197323 -75.55695719]
 [  6.26197323 -75.55695719]
 [  6.26197323 -75.55695719]
 [  6.2625975  -75.55718379]
 [  6.26198311 -75.55701205]
 [  6.26232443 -75.55753037]
 [  6.26197323 -75.55695719]
 [  6.26232443 -75.55753037]
 [  6.2625975  -75.55718379]
 [  6.26198311 -75.55701205]
 [  6.26197323 -75.55695719]
 [  6.26232443 -75.55753037]
 [  6.26198311 -75.55701205]
 [  6.26232443 -75.55753037]
 [  6.26232443 -75.55753037]]"|22|0.03285420944558522
3|-75.57247929347939|6.280620666721688|"[[  6.2804513  -75.57249923]
 [  6.28082097 -75.57194623]
 [  6.2804513  -75.57249923]
 [  6.28062067 -75.57247929]
 [  6.2804513  -75.57249923]
 [  6.2804513  -75.57249923]
 [  6.28082097 -75.57194623]
 [  6.28082097 -75.57194623]
 [  6.2804513  -75.57249923]
 [  6.2804513  -75.57249923]
 [  6.28062067 -75.57247929]
 [  6.2804513  -75.57249923]
 [  6.2804513  -75.57249923]
 [  6.2804513  -75.57249923]
 [  6.28082097 -75.57194623]
 [  6.28099956 -75.57243313]
 [  6.2804513  -75.57249923]
 [  6.2804513  -75.57249923]
 [  6.28082097 -75.57194623]
 [  6.28062067 -75.57247929]
 [  6.28082097 -75.57194623]
 [  6.2804513  -75.57249923]
 [  6.28099956 -75.57243313]
 [  6.2804513  -75.57249923]
 [  6.28082097 -75.57194623]
 [  6.2804513  -75.57249923]
 [  6.28082097 -75.57194623]
 [  6.28082097 -75.57194623]
 [  6.28082097 -75.57194623]
 [  6.28082097 -75.57194623]
 [  6.2804513  -75.57249923]
 [  6.28062067 -75.57247929]
 [  6.28099956 -75.57243313]
 [  6.28062067 -75.57247929]
 [  6.28082097 -75.57194623]
 [  6.28062067 -75.57247929]
 [  6.2804513  -75.57249923]
 [  6.2804513  -75.57249923]
 [  6.2804513  -75.57249923]
 [  6.2804513  -75.57249923]
 [  6.2804513  -75.57249923]
 [  6.2804513  -75.57249923]
 [  6.28049148 -75.57254487]
 [  6.28082097 -75.57194623]
 [  6.28082097 -75.57194623]
 [  6.2804513  -75.57249923]
 [  6.2804513  -75.57249923]
 [  6.2804513  -75.57249923]
 [  6.2804513  -75.57249923]
 [  6.2804513  -75.57249923]
 [  6.2804513  -75.57249923]
 [  6.2804513  -75.57249923]
 [  6.28082097 -75.57194623]
 [  6.2804513  -75.57249923]
 [  6.2804513  -75.57249923]
 [  6.2804513  -75.57249923]
 [  6.2804513  -75.57249923]]"|57|0.10472279260780287
4|-75.57349630193495|6.276270445459352|"[[  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27629783 -75.57356188]
 [  6.27629783 -75.57356188]
 [  6.27494732 -75.57397331]
 [  6.27541593 -75.57375205]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27629783 -75.57356188]
 [  6.27627045 -75.5734963 ]
 [  6.27541593 -75.57375205]
 [  6.27576259 -75.57315346]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27541593 -75.57375205]
 [  6.27629783 -75.57356188]
 [  6.27629783 -75.57356188]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27544306 -75.57378005]
 [  6.27541593 -75.57375205]
 [  6.27629783 -75.57356188]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27629783 -75.57356188]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27494732 -75.57397331]
 [  6.27588801 -75.57269526]
 [  6.27627045 -75.5734963 ]
 [  6.27588801 -75.57269526]
 [  6.27541593 -75.57375205]
 [  6.27541593 -75.57375205]
 [  6.27629783 -75.57356188]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27588801 -75.57269526]
 [  6.27588801 -75.57269526]
 [  6.27627045 -75.5734963 ]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27629783 -75.57356188]
 [  6.27627045 -75.5734963 ]
 [  6.27576259 -75.57315346]
 [  6.27541593 -75.57375205]
 [  6.27541593 -75.57375205]
 [  6.27588801 -75.57269526]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27588801 -75.57269526]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27541593 -75.57375205]
 [  6.27541593 -75.57375205]
 [  6.27544306 -75.57378005]
 [  6.27588801 -75.57269526]
 [  6.27544306 -75.57378005]
 [  6.27544306 -75.57378005]
 [  6.27629783 -75.57356188]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27629783 -75.57356188]
 [  6.27588801 -75.57269526]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27588801 -75.57269526]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27544306 -75.57378005]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27541593 -75.57375205]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27629783 -75.57356188]
 [  6.27588801 -75.57269526]
 [  6.27629783 -75.57356188]
 [  6.27544306 -75.57378005]
 [  6.27541593 -75.57375205]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27588801 -75.57269526]
 [  6.27541593 -75.57375205]
 [  6.27541593 -75.57375205]
 [  6.27629783 -75.57356188]
 [  6.27544306 -75.57378005]
 [  6.27544306 -75.57378005]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27541593 -75.57375205]
 [  6.27588801 -75.57269526]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27544306 -75.57378005]
 [  6.27629783 -75.57356188]
 [  6.27544306 -75.57378005]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27576259 -75.57315346]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27494732 -75.57397331]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27629783 -75.57356188]
 [  6.27629783 -75.57356188]
 [  6.27629783 -75.57356188]
 [  6.27629783 -75.57356188]
 [  6.27544306 -75.57378005]
 [  6.27588801 -75.57269526]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27629783 -75.57356188]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27629783 -75.57356188]
 [  6.27544306 -75.57378005]
 [  6.27541593 -75.57375205]
 [  6.27629783 -75.57356188]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27588801 -75.57269526]
 [  6.27588801 -75.57269526]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27576259 -75.57315346]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27629783 -75.57356188]
 [  6.27576259 -75.57315346]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27541593 -75.57375205]
 [  6.27629783 -75.57356188]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27544306 -75.57378005]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27588801 -75.57269526]
 [  6.27588801 -75.57269526]
 [  6.27627045 -75.5734963 ]
 [  6.27634309 -75.57293722]
 [  6.27627045 -75.5734963 ]
 [  6.27629783 -75.57356188]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.275756   -75.57314883]
 [  6.27629783 -75.57356188]
 [  6.27629783 -75.57356188]
 [  6.27627045 -75.5734963 ]
 [  6.27629783 -75.57356188]
 [  6.27544306 -75.57378005]
 [  6.27634309 -75.57293722]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.275756   -75.57314883]
 [  6.27627045 -75.5734963 ]
 [  6.27541593 -75.57375205]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27629783 -75.57356188]
 [  6.27544306 -75.57378005]
 [  6.27629783 -75.57356188]
 [  6.27629783 -75.57356188]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27629783 -75.57356188]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27576259 -75.57315346]
 [  6.27629783 -75.57356188]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27629783 -75.57356188]
 [  6.27544306 -75.57378005]
 [  6.275756   -75.57314883]
 [  6.27627045 -75.5734963 ]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27544306 -75.57378005]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27629783 -75.57356188]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27541593 -75.57375205]
 [  6.27544306 -75.57378005]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27634309 -75.57293722]
 [  6.27629783 -75.57356188]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27541593 -75.57375205]
 [  6.27576259 -75.57315346]
 [  6.27627045 -75.5734963 ]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27629783 -75.57356188]
 [  6.27629783 -75.57356188]
 [  6.27576259 -75.57315346]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27629783 -75.57356188]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.275756   -75.57314883]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27629783 -75.57356188]
 [  6.27544306 -75.57378005]
 [  6.27544306 -75.57378005]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27541593 -75.57375205]
 [  6.27541593 -75.57375205]
 [  6.27576259 -75.57315346]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27541593 -75.57375205]
 [  6.27544306 -75.57378005]
 [  6.27544306 -75.57378005]
 [  6.27541593 -75.57375205]
 [  6.27544306 -75.57378005]
 [  6.27541593 -75.57375205]
 [  6.27544306 -75.57378005]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27627045 -75.5734963 ]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]
 [  6.27541593 -75.57375205]
 [  6.27541593 -75.57375205]
 [  6.27627045 -75.5734963 ]
 [  6.27544306 -75.57378005]
 [  6.27634309 -75.57293722]
 [  6.27541593 -75.57375205]
 [  6.27629783 -75.57356188]
 [  6.27627045 -75.5734963 ]
 [  6.275756   -75.57314883]
 [  6.27544306 -75.57378005]
 [  6.27541593 -75.57375205]
 [  6.27544306 -75.57378005]
 [  6.27544306 -75.57378005]
 [  6.27629783 -75.57356188]
 [  6.27544306 -75.57378005]
 [  6.27627045 -75.5734963 ]]"|332|0.6694045174537988
5|-75.59758301568509|6.250054093185844|"[[  6.25007217 -75.59692851]
 [  6.25009157 -75.59762748]
 [  6.25007217 -75.59692851]
 [  6.25009157 -75.59762748]
 [  6.25007217 -75.59692851]
 [  6.25007217 -75.59692851]
 [  6.25007217 -75.59692851]
 [  6.25007217 -75.59692851]
 [  6.25009157 -75.59762748]
 [  6.25135851 -75.59745128]
 [  6.25007217 -75.59692851]
 [  6.25062829 -75.59751828]
 [  6.25009157 -75.59762748]
 [  6.25009157 -75.59762748]
 [  6.25009157 -75.59762748]
 [  6.25009157 -75.59762748]
 [  6.25135851 -75.59745128]
 [  6.25007217 -75.59692851]
 [  6.25007217 -75.59692851]
 [  6.25009157 -75.59762748]
 [  6.25007217 -75.59692851]
 [  6.25009157 -75.59762748]
 [  6.25009157 -75.59762748]
 [  6.25009157 -75.59762748]
 [  6.25003126 -75.59688205]
 [  6.25009157 -75.59762748]
 [  6.25009157 -75.59762748]
 [  6.25007217 -75.59692851]
 [  6.25009157 -75.59762748]
 [  6.25007217 -75.59692851]
 [  6.25009157 -75.59762748]
 [  6.25009157 -75.59762748]
 [  6.25005409 -75.59758302]
 [  6.25009157 -75.59762748]
 [  6.25005409 -75.59758302]
 [  6.25009157 -75.59762748]
 [  6.25007217 -75.59692851]
 [  6.25007217 -75.59692851]
 [  6.25009157 -75.59762748]
 [  6.25007217 -75.59692851]
 [  6.25009157 -75.59762748]
 [  6.24938363 -75.59764748]
 [  6.24933502 -75.59701401]
 [  6.25009157 -75.59762748]
 [  6.25003126 -75.59688205]
 [  6.25009157 -75.59762748]
 [  6.25009157 -75.59762748]
 [  6.25009157 -75.59762748]
 [  6.25009157 -75.59762748]
 [  6.25066892 -75.597567  ]
 [  6.25009157 -75.59762748]
 [  6.25009157 -75.59762748]
 [  6.25009157 -75.59762748]
 [  6.25009157 -75.59762748]
 [  6.24933502 -75.59701401]
 [  6.25009157 -75.59762748]
 [  6.25009157 -75.59762748]
 [  6.25009157 -75.59762748]
 [  6.24933502 -75.59701401]
 [  6.25009157 -75.59762748]]"|60|0.11088295687885011
6|-75.55634133078175|6.264660915814433|"[[  6.26535063 -75.55650426]
 [  6.2653888  -75.55646488]
 [  6.2653888  -75.55646488]
 [  6.2653888  -75.55646488]
 [  6.26535063 -75.55650426]
 [  6.26477926 -75.55691224]
 [  6.26535063 -75.55650426]
 [  6.26477926 -75.55691224]
 [  6.26466092 -75.55634133]
 [  6.26466024 -75.55622859]
 [  6.26466024 -75.55622859]
 [  6.26466024 -75.55622859]
 [  6.26477926 -75.55691224]
 [  6.26477926 -75.55691224]
 [  6.26466024 -75.55622859]
 [  6.26535063 -75.55650426]
 [  6.26466024 -75.55622859]
 [  6.26466024 -75.55622859]
 [  6.26466092 -75.55634133]
 [  6.26466092 -75.55634133]
 [  6.26535063 -75.55650426]
 [  6.26535063 -75.55650426]
 [  6.2646263  -75.55637213]
 [  6.26466024 -75.55622859]
 [  6.26535063 -75.55650426]
 [  6.26466092 -75.55634133]
 [  6.26477926 -75.55691224]
 [  6.26535063 -75.55650426]
 [  6.26535063 -75.55650426]]"|29|0.04722792607802875
7|-75.59650359155195|6.275824643636542|"[[  6.27583702 -75.59656795]
 [  6.27546731 -75.5960692 ]
 [  6.27583702 -75.59656795]
 [  6.27582464 -75.59650359]
 [  6.27546731 -75.5960692 ]
 [  6.27629498 -75.59721691]
 [  6.27567791 -75.5958259 ]
 [  6.27570879 -75.59586962]
 [  6.27546731 -75.5960692 ]
 [  6.27583702 -75.59656795]
 [  6.27629498 -75.59721691]
 [  6.27583702 -75.59656795]
 [  6.27546188 -75.59600911]
 [  6.27546731 -75.5960692 ]
 [  6.27629498 -75.59721691]
 [  6.27583702 -75.59656795]
 [  6.27583702 -75.59656795]
 [  6.27525241 -75.59623634]
 [  6.27546188 -75.59600911]
 [  6.27546188 -75.59600911]
 [  6.27546188 -75.59600911]
 [  6.27582464 -75.59650359]
 [  6.27546731 -75.5960692 ]
 [  6.27583702 -75.59656795]
 [  6.27546188 -75.59600911]
 [  6.27629498 -75.59721691]
 [  6.27629498 -75.59721691]
 [  6.27546731 -75.5960692 ]
 [  6.27546731 -75.5960692 ]
 [  6.27583702 -75.59656795]
 [  6.27583702 -75.59656795]
 [  6.27546731 -75.5960692 ]
 [  6.27546731 -75.5960692 ]
 [  6.27582464 -75.59650359]
 [  6.27546731 -75.5960692 ]
 [  6.27546188 -75.59600911]
 [  6.27629498 -75.59721691]
 [  6.27582464 -75.59650359]
 [  6.27583702 -75.59656795]
 [  6.2762586  -75.59666899]
 [  6.27546731 -75.5960692 ]
 [  6.27629498 -75.59721691]
 [  6.27582464 -75.59650359]
 [  6.27582464 -75.59650359]
 [  6.27546731 -75.5960692 ]
 [  6.27582464 -75.59650359]
 [  6.27629498 -75.59721691]
 [  6.27546188 -75.59600911]
 [  6.27629498 -75.59721691]
 [  6.27629498 -75.59721691]
 [  6.27546731 -75.5960692 ]]"|51|0.09240246406570841
